Date;Secteur;Commentaire semaine;Commentaire jour;Code_entrée;Entrée;Code_plat;Plat;Code_légumes;Légumes;Code_laitage;Laitage;Code_dessert;Dessert;Code_gouter;Gouter;Code_gouter_02;Gouter_02;is_vege_day;Entrée_bio;Entrée_dur;Entrée_loc;Plat_bio;Plat_dur;Plat_loc;Légumes_bio;Légumes_dur;Légumes_loc;Laitage_bio;Laitage_dur;Laitage_loc;Dessert_bio;Dessert_dur;Dessert_loc;Gouter_bio;Gouter_dur;Gouter_loc;Gouter_02_bio;Gouter_02_dur;Gouter_02_loc;Année;AnnéeISO;Semaine;has_vege_week
2016-04-21;2;;;;Concombre vinaigrette/ féta;;Agneau marengo;;Haricots verts;;;;Grillé aux pommes;;Pain/ beurre/ banane/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;16;False
2016-04-22;3;;;BBC;Saucisson à l'ail/ salade;;Filet de lieu sauce crme;AB;Carottes ménagres;;Saint Paulin;FLS;Poire;;Pain/ beurre/ corbeille de fruits/ lait ou fromage;;;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;16;False
2016-04-25;2;;;FLS;Pamplemouse;VPF;Sauté de porc au curry;AB;Printanire de légumes;;Crme dessert chocolat;;;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;17;False
2016-04-26;2;;;AB;Carottes persillées;;Poulet rôti;;Frites;EBR;Yaourt aux fruits;;;;Pain/ compote/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;17;False
2016-04-27;2;;;;Taboulé;;Escalope de dinde au jus;;Gratin de courgettes;;Comté;FLS;Poire;;Pain/ confiture/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;17;False
2016-04-28;1;;;FLS;Cœur de palmier/ maïs/ radis;VBF,EBR;Hachis parmentier;;Salade;;Carré frais;;Pomme;;Yaourt/ spéculoos;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;17;False
2016-04-29;3;;;;Céleri rémoulade;;Filet de lieu sauce armoricaine;AB;Riz créole;;Tome noire;;Banane;;Pain/ beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;17;False
2016-05-02;1;;;AB;Salade de pâtes aux légumes;;Sauté de poulet antillais;;Haricots beurre;EBR;Fromage blanc;;Oreillons d'abricots;;Pain/ beurre/ barre chocolatée/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;18;False
2016-05-03;1;;;AB;Betteraves cuites persillées;;Poisson pané beurre citron;;Purée de céleri;;Camembert;;Kiwi;;Cake aux pépites de chocolat/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;18;False
2016-05-04;3;;;;Oeufs/ salade;VPF;Rôti de porc;;Petits pois/ carottes;;;;Grillé aux pommes;;Pain/ beurre/ banane/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;18;False
2016-05-09;2;;;;Sardines/ beurre;VPF;Saucisse grillée;;Lentilles;;Gouda;;Pomme;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2016;2016;19;False
