Plat,Est_Vegetarien,Est_Vegetarien_Ameliore,Est_Vegetarien_Final
Émincé de poulet sauce forestière OU Omelette*,False,True,True
Filet de saumon beurre citron,False,False,False
Lasagne OU Lasagne végétale*,False,False,False
Omelette,False,True,True
Rôti de dinde OU Aiguillette de blé*,False,False,False
Rôti de bœuf OU Boulette de lentilles*,True,True,True
Filet de lieu beurre ciboulette,False,False,False
Sauté de porc sauce chataîgne OU Rôti de dinde OU Croustillant fromager*,False,False,True
Bolognaise végétale,False,False,False
Poisson pané,False,False,False
Parmentier épinards OU Omelette*,False,True,True
Filet de lieu sauce Suchet,False,False,False
Filet de lieu sauce hollandaise,False,False,False
Haricots blancs à la provençale,False,False,True
Poulet OU Pané de blé tomate mozzarella*,False,False,True
Escalope de porc à la crème OU Rôti de dinde OU Tortillas*,False,False,False
Sauté de bœuf aux champignons OU Mélange mexicain*,False,False,False
Filet de lieu au curry,False,False,False
Couscous de légumes,False,True,True
Sauté de poulet OU,False,False,False
Jambon braisé sauce forestière OU Rôti de dinde OU Aiguillettes de blé*,False,False,False
Sauté de bœuf aux champignons OU Galette de millet*,False,False,False
Filet de lieu beurre citron,False,False,False
Sauté de porc sauce chataîgne OU Rôti de dinde OU Mélange indien*,False,False,False
Gratin de boulgour,False,True,True
Blanquette de volaille OU Tortillas*,False,False,True
Rôti de veau OU Galette de tomate*,False,False,False
Filet de saumon à l'oseille,False,False,False
Couscous de légumes,False,True,True
Rôti de porc OU Rôti de dinde OU Galette yumi texas*,False,False,False
Coquillettes au thon,False,False,False
Bolognaise OU Croustillant fromager*,False,False,True
Filet de lieu sauce hollandaise,False,False,False
Poulet OU Galette de soja au citron*,True,True,True
Fallafels sauce provençale,False,False,False
Brandade de poisson,False,False,False
Sauté de bœuf goulash OU Boulette de lentilles*,True,True,True
Filet de lieu beurre persillé,False,False,False
Timbale milanaise de porc OU de Volaille OU Timballe végé*,False,False,True
"Gnocchi à la romaine, sauce tomate",False,False,True
Œuf florentine,False,False,False
Blanquette de veau OU Croustillant fromager*,False,False,True
Filet de lieu à l'armoricaine,False,False,False
Filet de saumon beurre blanc,False,False,False
Rôti de veau OU Tortillas*,False,False,False
Galette fromage et tomate,False,False,True
"Hamburger (galette végé, guacamole, fromage, salade)",False,False,True
Lasagnes OU Lasagnes de légumes*,False,True,True
Omelette,False,True,True
Sauté de poulet tandoori OU Mélange mexicain*,False,False,False
Rôti de boeuf OU Galette de millet*,False,False,True
Filet de lieu à la crème,False,False,False
Poulet rôti OU Galette de millet*,False,False,False
Haricots blancs à la provençale,False,False,True
Escalope de porc à la normande OU Rôti de dinde OU Mélange mexicain*,False,False,False
Sauté de bœuf goulash OU Omelette*,False,True,True
Filet de lieu sauce hollandaise,False,False,False
Saucisse de porc OU de Volaille OU Aiguillettes de blé*,False,False,True
Couscous de légumes,False,True,True
Brandade de poisson,False,False,False
Rôti de bœuf OU Boulette de lentilles*,True,True,True
Filet de lieu à l'oseille,False,False,False
Bolognaise végétale,False,False,False
Moussaka de légumes,False,True,True
Blanquette de volaille OU Tortillas*,False,False,True
Rôti de bœuf OU Galette de soja au citron*,True,True,True
Filet de saumon,False,False,False
Gratin de boulgour,False,True,True
Sauté de porc agenais OU Pané au fromage*,False,False,True
Poisson pané au citron,False,False,False
PONT DE L'ASCENSION,False,False,False
Sauté de poulet barbecue OU Boulettes de lentilles*,True,True,True
Omelette,False,True,True
Escalope de porc colombo OU Rôti de dinde OU Mélange indien*,False,False,False
Sauté de bœuf sauce basquaise OU Galette de millet*,False,False,False
Filet de lieu beurre persillé,False,False,False
Haricots blancs à la provençale,False,False,True
Rôti de porc à la moutarde OU Rôti de dinde OU Tortillas*,False,False,False
Rôti de veau OU Mélange indien*,False,False,False
Dos de lieu beurre citron,False,False,False
Rôti de dinde OU Galette texas*,False,False,False
Dahl de lentilles,True,True,True
Brandade de poisson,False,False,False
Bolognaise OU Boulette de lentilles*,True,True,True
Filet de lieu noir beurre estragon,False,False,False
Saucisse de porc OU de Volaille OU Galette de citron*,False,False,True
Fallafels,False,False,False
Émincé de poulet à la crème OU Omelette*,False,True,True
MENU DE FÊTE,False,False,False
Filet de saumon,False,False,False
Poulet sauce barbecue OU Galette de tomate,False,False,False
Couscous de légumes,False,True,True
Jambon braisé aux herbes OU Rôti de dinde OU Mélange indien*,False,False,False
Sauté de bœuf tandoori OU Boulette de lentilles*,True,True,True
Filet de lieu,False,False,False
Poisson pané,False,False,False
REPAS DE RÉSERVE,False,False,False
Galette tomate fromage,False,False,True
Rôti de dinde,False,False,False
Poulet OU galette texas yumi*,False,False,False
Lieu noir à la tomate,False,False,False
Parmentier de courgettes OU Boulette de lentilles*,True,True,True
Paëlla OU Paëlla végétale*,False,False,True
Escalope de porc OU sauté de dinde à la crème OU Tortillas*,False,False,False
Poisson pané à la tomate,False,False,False
Lieu noir beurre ciboulette,False,False,True
Rôti de veau OU Mélange indien*,False,False,False
Jambon braisé sauce barbecue OU pois chiches*,True,True,True
Rôti de bœuf OU Boulette de lentilles*,True,True,True
Sauté de bœuf au paprika OU Galette au citron*,False,False,False
"Salade de pâtes, tomate cerise, bâtonnet de concombre sauce fromage blanc, viande froide",False,False,True
Lasagnes OU Lasagnes de légumes*,False,True,True
Omelette,False,True,True
Poulet OU Galette de boulgour*,False,False,False
Boulgour de légumes,False,True,True
Jambon braisé sauce barbecue OU Rôti de dinde OU Mélange provençale*,False,False,False
Sauté de bœuf à la provençale OU Tortillas*,False,False,False
Filet de lieu noir beurre ciboulette,False,False,False
Émincé de dinde à la crème OU Galette de millet*,False,False,False
Haricots blancs à la provençale,False,False,True
Timbale milanaise de porc OU de Volaille OU Timbale végé*,False,False,True
Sauté de bœuf à la provençale OU Boulette de lentilles*,True,True,True
Lieu noir à la tomate,False,False,False
Omelette,False,True,True
Timbale au thon,False,False,False
Émincé de poule au pot sauce crème OU Nugget's végé*,False,False,False
Sauté de bœuf à la provençale OU Omelette*,False,True,True
Saumon à l'oseille,False,False,False
Saucisse de porc OU Saucisse de volaille OU Galette de soja*,True,True,True
Riz safrané,False,False,False
Rôti de dinde à la moutarde OU Palet fromager*,False,False,True
Tajine de veau OU Mélange mexicain*,False,False,False
Lieu noir sauce curry,False,True,True
Ravioles à la tomate gratinées,False,True,True
Rôti de porc OU Rôti de dinde OU Galette Yumi texas*,False,False,False
Brandade de poisson,False,False,False
Pot au feu OU Boulette de lentilles*,True,True,True
Lieu noir sauce poivron,False,False,False
Dahl de lentilles corail,True,True,True
Poulet OU Galette tomate mozza*,False,False,False
Boulette de patate douce,False,False,False
Saucisse de porc OU Saucisse de volaille OU Galettes de lentilles*,True,True,True
Lieu noir,False,False,False
Saucisse de porc OU Saucisse de Volaille OU Galette de soja*,True,True,True
Couscous de légumes,False,True,True
Rôti de dinde à la crème OU Mélange indien*,False,False,False
Pot au feu OU Omelette*,False,True,True
Saumon à l'estragon,False,False,False
Escalope milanaise sauce tomate OU Croustillant fromager*,False,False,True
Rôti de veau OU Galette de soja*,True,True,True
Galette tomate fromage,False,False,True
Tartiflette OU Tartiflette végé*,False,False,True
Eiglefin beurre persillé,False,False,True
Blanquette de veau OU Boulette de pois chiches*,True,True,True
Parmentier de légumes d'hiver,False,True,True
Jambon braisé à la moutarde OU Rôti de dinde OU Palet tomate mozza*,False,False,False
Dos de lieu sauce hollandaise,False,False,False
Lasagnes OU Lasagne végé*,False,False,True
Omelette,False,True,True
Poisson pané beurre citron,False,False,False
Parmentier crécy OU Mélange indien*,False,False,False
Couscous de légumes,False,True,True
Poulet OU Mélange indien*,False,False,False
Escalope de porc OU Rôti de dinde OU Omelette*,False,True,True
Rôti de bœuf OU Boulettes de lentille*,False,False,False
Lieu noir beurre citron,False,False,False
Boulgour de légumes,False,True,True
Carbonade Flamande OU Nugget's croc fromage*,False,False,True
Jambon braisé OU Rôti de dinde OU Galette soja citron*,True,True,True
Bolognaise OU Omelette *,False,True,True
Filet de lieu noir sauce à l'oseille,False,False,False
Saucisse de porc OU de Volaille OU Aiguillette de carottes*,False,False,True
Pâtes au potiron et mozzarella,False,False,True
Escalope de dinde à la crème OU mélange mexicain*,False,False,False
Sauté de bœuf marengo OU Galette de millet*,False,False,False
Lieu noir sauce dieppoise,False,False,False
Rôti de porc OU Rôti de dinde OU Galette de soja*,True,True,True
"Parmentier purée de potiron, protéine de pois",False,False,True
Poisson pané,False,False,False
Rôti de veau OU Tortillas*,False,False,False
Saumon,False,False,False
Sauté de porc dijonnais OU Rôti de dinde OU Galette tomate mozza*,False,False,False
Bolognaise végé,False,False,False
Poisson beurre blanc,False,False,False
REPAS DE NOËL,False,False,False
Lieu noir sauce paprika,False,False,True
Gnocchi à la romaine sauce tomate,False,False,True
Saucisse de porc OU de Volaille OU Aiguillette de carottes*,False,False,True
Blanquette de veau OU Pané fromager*,False,False,True
Émincé de dinde tandorii OU Omelette*,False,True,True
Églefin sauce beurre blanc,False,False,False
Escalope de dinde à la crème OU Galettes de millet,False,False,False
Rôti de veau OU Mélange provençale*,False,False,False
Carbonara de porc OU de Volaille OU Végé*,False,False,True
Galette tomate fromage,False,False,True
Saumon,False,False,False
Omelette,False,True,True
Lasagne OU Lasagne végé*,False,False,False
Poisson pané,False,False,False
Parmentier de potiron OU Boulette de lentilles*,True,True,True
Lieu noir sauce armoricaine,False,False,False
Haricots blancs à la provençale,False,False,True
Poulet OU Galette de lentilles*,True,True,True
"Escalope de dinde, sauce forestière OU Mélange indien*",False,False,False
Parmentier au potiron OU Omelette*,False,True,True
Filet de lieu noir à la crème,False,False,False
Couscous de légumes,False,True,True
Rôti de porc OU Sauté de dinde OU Galette de soja*,True,True,True
Rôti de dinde OU Boulette de lentilles*,True,True,True
Parmentier de potiron OU Tortillas *,False,False,False
Filet de saumon à l'oseille,False,False,False
Sauté de porc sauce charcutière OU Rôti de dinde OU Galette texas*,False,False,False
Gratin de boulgour,False,True,True
Poisson pané,False,False,False
Nems végé,False,False,False
Filet de lieu au curry,False,False,False
Cassoulet OU Cassoulet végé*,False,False,False
Dahl de lentilles,True,True,True
Escalope de porc à la crème OU Rôti de dinde OU Omelette*,False,True,True
Sauté de veau sauce aux marrons OU Aiguillettes de blé*,False,False,False
Filet de lieu sauce suchet,False,False,False
Sauté de porc sauce charcutière OU Rôti de dinde OU Galette de soja*,True,True,True
Curry de légumes,False,True,True
Escalope de dinde OU Mélange mexicain*,False,False,False
Rôti de boeuf OU Boulette de lentilles*,True,True,True
Filet de lieu beurre ciboulette,False,False,False
Gnocchi à la romaine sauce tomate,False,False,True
Rôti de veau OU Pané fromagé*,False,False,False
Croziflette de porc OU de Volaille OU Végé*,False,False,True
Émincé de poulet OU Mélange indien*,False,False,False
Églefin,False,False,False
Gratin de pâte mozza potiron,False,True,True
Saucisse de porc OU de Volaille OU Nugget's végé*,False,False,True
Blanquette de veau OU Boulette de lentilles*,True,True,True
Poulet OU Galette tomate mozza*,False,False,False
Saumon au beurre blanc,False,False,False
Lasagne OU Lasagne végé*,False,False,False
Omelette,False,True,True
Escalope de porc aux champignons OU Rôti de dinde OU Galette de soja*,True,True,True
Bolognaise OU Mélange indien*,False,False,False
Lieu sauce armoricaine,False,False,False
Haricots blancs à la provençale,False,False,True
Poulet OU Mélange indien*,False,False,False
Poisson pané au citron,False,False,False
Sauté de bœuf OU Galette de quinoa à la provençale*,True,True,True
Lieu noir sauce hollandaise,False,False,False
Pâtes potiron mozza,False,False,True
Saucisse de porc OU de Volaille OU Mélange indien*,False,False,True
Escalope de dinde à la crème OU Omelette*,False,True,True
Sauté de veau sauce tajine OU Boulette de lentilles*,True,True,True
Lieu noir beurre persillé,False,False,True
Sauté de porc sauce tomate OU Rôti de dinde OU Mélange mexicain*,False,False,False
Paëlla végé,False,False,True
Dos de lieu à la crème,False,False,False
Sauté de bœuf bourguignon OU Boulette de lentilles*,True,True,True
Saumon,False,False,False
Couscous de légumes,False,True,True
Rougail Saucisse de porc OU de Volaille OU Végé*,False,False,True
Escalope de porc sauce charcutier OU Rôti de dinde OU Nugge't végé*,False,False,False
Parmentier crécy OU Tortillas*,False,False,False
Lieu noir sauce grenobloise,False,False,False
Rôti de porc OU Rôti de dinde OU Mélange provençale*,False,False,False
Boulgour de légumes,False,True,True
Carbonara de porc OU de Volaille OU Végé*,False,False,True
Parmentier crécy OU Croq' fromage*,False,False,True
Lieu sauce oseille,False,False,False
Dahl de lentilles,True,True,True
Sauté de poulet sauce chasseur OU Galette de haricots rouges*,False,False,True
Cassoulet de porc OU de Volaille OU Cassoulet végé*,False,False,True
Dos de lieu au curry,False,True,True
Saucisse de porc OU de Volaille OU Mélange Méxicain*,False,False,True
Escalope de dinde colombo OU Croq'fromage*,False,False,True
Blanquette de veau OU Pané de blé tomate mozza*,False,False,False
Galette tomate fromage,False,False,True
Saumon,False,False,False
Timbale de thon,False,False,False
Rôti de veau sauce provençale OU Mélange Indien*,False,False,False
Croustillant fromager,False,False,True
Poulet OU Galette millet*,False,False,False
Eglefin sauce armoricaine,False,False,False
Lasagne OU Lasagne de légumes*,False,True,True
Gnocchi à la romaine sauce tomate,False,False,True
Rôti de dinde OU Omelette*,False,True,True
Dos de Lieu beurre persillé,False,False,True
Saucisse de porc OU de Volaille OU Mélange mexicain*,False,False,True
"Sauté de dinde, sauce barbecue OU Tortillas*",False,False,False
Sauté de boeuf OU Boulette de lentilles*,True,True,True
Dos de lieu à la crème,False,False,False
Bolognaise végé,False,False,False
Chili volaille OU Veggie mexicain*,False,False,True
Poisson pané,False,False,False
PONT,False,False,False
Saucisse de porc OU de Volaille OU Mélange mexicain*,False,False,True
Omelette,False,True,True
Blanquette de poulet OU Galette de tomate mozza*,False,False,False
Bolognaise OU Omelette*,False,True,True
Saumon beurre ciboulette,False,False,False
Œufs durs au curry,False,True,True
Rôti de dinde OU Galette de lentilles vertes*,True,True,True
Bolognaise OU Boulette de lentilles vertes*,True,True,True
Dos de lieu,False,False,False
Curry de légumes,False,True,True
Poulet OU Nuget's végé*,False,False,False
Rôti de dinde,False,False,False
Sauté de veau sauce lyonnaise OU Galette yumi texas*,False,False,False
Lieu noir  beurre sauce oseille,False,False,False
"Carottes batonnet, houmous, salade de lentilles, concombre féta, riz niçois",True,True,True
Rôti de porc OU Rôti de dinde OU Mélange indien*,False,False,False
Galette fromage tomate,False,False,True
Sauté de boeuf marocain OU Galette de haricots blanc*,False,False,True
Lieu noir,False,False,False
Poulet OU Mélange mexicain*,False,False,False
"Œufs durs sauce cocktail, taboulé",False,True,True
Falafels sauce boulgour,True,True,True
MENU DE FÊTE,False,False,False
Saumon sauce dieppoise,False,False,False
Paëlla OU Paëlla végé*,False,False,True
Omelette,False,True,True
Brandade de poisson,False,False,False
Rôti de boeuf OU Boulette de lentilles*,True,True,True
Lieu noir mayonnaise,False,False,False
Dahl de lentilles corail,True,True,True
Rôti de dinde OU Mélange indien*,False,False,False
Timbale milanaise de porc OU Volaille OU Timbale végé*,False,False,True
REPAS DE RÉSERVE,False,False,False
Riz au thon,False,False,False
Couscous de légumes,False,True,True
Tortillas,False,False,False
Galette saucisse de porc OU de Volaille OU Nugget's végé*,False,False,True
Rôti de dinde OU Omelette*,False,True,True
Omelette,False,True,True
Boulgour de légumes,False,True,True
Lieu,False,False,False
"Club sandwich' (Pain de mie complet, œuf dur, houmous de pois chiches, tomates, emmental, salade verte)",True,True,True
Parmentier de courgette OU Galette de lentilles vertes*,True,True,True
"Saumon, sauce à l'oseille",False,False,False
Poisson pané beurre citron,False,False,False
Galette saucisse de porc OU de Volaille OU Aiguillette de blé*,False,False,True
Lasagne OU Lasagne végé*,False,False,False
Omelette,False,True,True
Timbale au thon,False,False,False
Sauté de bœuf bourguignon OU Galette de lentilles*,True,True,True
Lieu noir à la crème,False,False,False
Rôti de dinde OU Mélange Mexicain*,False,False,False
"Œuf dur, sauce cocktail",False,False,True
Croq' fromage sauce tomate,False,False,True
Bolognaise OU Galette de lentilles vertes*,True,True,True
Saumon,False,False,False
Haricots blancs provençale,False,False,True
Poulet OU Mix indien*,False,False,False
"Omelette, sauce tomate",False,True,True
Sauté de bœuf agenais OU Boulettes de lentilles*,True,True,True
"Lieu noir, sauce diéppoise",False,False,False
Rôti de porc OU de Dinde OU Mélange indien*,False,False,False
Dahl de lentilles corail,True,True,True
Rôti de dinde OU Pané tomate mozza*,False,False,False
Sauté de poulet forestier OU Tortillas*,False,False,False
Lieu noir beurre persillé,False,False,True
Saucisse de porc OU de Volaille OU Mélange mexicain*,False,False,True
Couscous de légumes,False,True,True
Tortillas,False,False,False
Poulet OU Nugget's végé*,False,False,False
Lieu noir beurre citron,False,False,False
Omelette,False,True,True
Égréné de légumes provençale,False,True,True
Escalope de porc au curry OU Rôti de dinde OU Galette de lentilles vertes*,True,True,True
Rôti de bœuf OU Aiguillettes de blé*,False,False,False
Saumon beurre citron,False,False,False
Rôti de porc OU de Dinde OU Pané de tomate*,False,False,False
Curry de légumes,False,True,True
Timbale au thon,False,False,False
Sauté de bœuf bourguignon OU Galette de haricots rouges*,False,False,True
Lieu noir,False,False,False
Carbonara de porc OU de Volaille OU végé*,False,False,True
Galette fromage champignons béchamel,False,True,True
Poisson pané,False,False,False
Rôti de veau OU Croq' fromage*,False,False,True
Eglefin,False,False,False
Brandade de poisson,False,False,False
Blanquette de veau OU Mix indien*,False,False,False
Omelette,False,True,True
Saumon sauce oseille,False,False,False
Tarte fromage,False,True,True
Omelette,False,True,True
Sauté de poulet à la crème OU Tortillas*,False,False,False
Sauté de bœuf Bourguignon OU Boulette de lentilles vertes*,True,True,True
Lieu noir au parprika,False,False,False
Dahl de lentilles corail,True,True,True
Poulet OU Mélange mexicain*,False,False,False
Omelette,False,True,True
Rôti de bœuf OU Galette de lentilles vertes*,True,True,True
Lieu noir,False,False,False
Gratin de boulgour,False,True,True
Sauté de porc au paprika OU Rôti de dinde OU Mélange indien*,False,False,False
Rôti de dinde OU Tortillas*,False,False,False
Rôti de bœuf OU Boulette de haricots rouges*,False,False,True
Lieu noir,False,False,False
Saucisse de porc OU de Volaille OU Mélange mexicain*,False,False,True
Fish and chips,False,False,False
Tortillas sauce boulgour,False,False,False
Bolognaise OU Omelette*,False,True,True
Saumon,False,False,False
Sauté de porc au paprika OU Rôti de dinde OU Mélange indien*,False,False,False
Curry de légumes,False,True,True
Timbale au thon,False,False,False
Sauté de poulet sauce tajine OU Aiguillette de blé carottes*,False,False,False
Lieu noir sauce armoricaine,False,False,False
Couscous de légumes,False,True,True
Rôti de dinde à la crème OU Mélange mexicain*,False,False,False
Brandade de poisson,False,False,False
Sauté de bœuf flamand OU Omelette*,False,True,True
Lieu noir,False,False,False
Poulet OU Mélange indien*,False,False,False
Bolognaise végé,False,False,False
Poisson pané,False,False,False
REPAS DE NOËL,False,False,False
Lieu noir sauce hollandaise,False,False,False
Rôti de dinde OU Mélange mexicain*,False,False,False
Gnocchi à la romaine,False,False,False
Carbonara de porc OU de Volaille OU Végé*,False,False,True
Eglefin,False,False,False
Tortis mozza patate douce,False,False,False
Tartiflette de porc OU de Volaille OU Végé*,False,False,True
Blanquette de poulet OU Pané fromage*,False,False,True
Saumon beurre persillé,False,False,False
Tarte au fromage,False,True,True
Omelette,False,True,True
Escalope de porc charcutière OU Rôti de dinde OU Mélange indien*,False,False,False
Rôti de boeuf OU Boulette de lentilles vertes*,True,True,True
Lieu sauce estragon,False,False,True
Couscous de légumes,False,True,True
Poulet OU Galette de haricots rouges*,False,False,True
Omelette aux champignons,False,True,True
Rôti de bœuf OU Aiguillette de blé*,False,False,False
Lieu beurre persillé,False,False,True
Gratin de boulgour,False,True,True
Saucisse de porc OU de Volaille  OU Galette de lentilles vertes*,True,True,True
Émincé de volaille sauce forestière OU Mélange indien*,False,False,True
Rôti de boeuf OU Pané tomates mozza*,False,False,False
Lieu sauce armoricaine,False,False,False
Saucisse de porc OU de Volaille OU Galette de lentilles*,True,True,True
Curry de légumes,False,True,True
Tortillas pomme de terre,False,False,False
Sauté de bœuf sauce goulash OU Boulette de pois chiches*,True,True,True
Saumon,False,False,False
Poulet OU Galette de lentilles vertes*,True,True,True
Égréné de pois provençale,False,False,False
Arancini,False,False,False
Sauté de bœuf sauce goulash OU Tortillas*,False,False,False
Lieu noir beurre ciboulette,False,False,True
Sauté de porc dijonnais OU Rôti de Dinde OU Boulette de soja tomate*,True,True,True
Samoussa,False,False,False
Poisson pané,False,False,False
Sauté de poulet OU Croc' fromage*,False,False,True
Lieu noir sauce oseille,False,False,False
Dahl de lentilles corail,True,True,True
Timbale milanaise de porc OU de Volaille OU timbale végé*,False,False,True
Sauté de poulet sauce crème coco OU Omelette*,False,True,True
Poisson pané beurre citron,False,False,False
Lieu noir beurre estragon,False,False,True
Saucisse de porc OU de Volaille OU Végé*,False,False,True
Croziflette de porc OU de volaille OU Végé*,False,False,True
Couscous de légumes,False,True,True
Rôti de veau OU Tortillas*,False,False,False
Eglefin beurre blanc,False,False,False
Galette fromage champignons,False,True,True
Blanquette de veau à la crème OU Boulette soja tomate*,True,True,True
Carbonara de porc OU de Volaille OU Végé*,False,False,True
Poulet OU Pané tomate mozza*,False,False,False
Saumon sauce hollandaise,False,False,False
Tarte au fromage,False,True,True
Omelette,False,True,True
Brandade de poisson,False,False,False
Rôti de dinde OU Galette de haricots rouges*,False,False,True
Lieu noir beurre persillé,False,False,True
Curry de légumes,False,True,True
Couscous OU Couscous végé*,False,True,True
Tortillas,False,False,False
Parmentier purée verte OU Boulette de lentilles vertes*,True,True,True
Lieu noir beurre persillé,False,False,True
Haricots blancs à la provençale,False,False,True
Rôti de porc OU de Dinde OU Saucisse végé*,False,False,False
Escalope de dinde à la crème OU Omelette*,False,True,True
Sauté de bœuf bourguignon OU Galette de haricots rouges*,False,False,True
Lieu noir,False,False,False
Dahl de lentilles,True,True,True
Timbale milanaise de porc OU de Volaille OU Timbale végé*,False,False,True
Rôti de bœuf OU Pané fromager*,False,False,True
Saumon,False,False,False
Saucisse de porc OU de Volaille OU Saucisse végé*,False,False,True
Couscous de légumes,False,True,True
Poisson pané beurre citron,False,False,False
Rôti de veau OU Tortillas*,False,False,False
Lieu noir au curry,False,True,True
Boulgour de légumes,False,True,True
Poulet OU Boulette de tomate*,False,False,False
Omelette,False,True,True
Rôti de dinde OU Galette de quinoa à la provençale*,True,True,True
Lieu noir,False,False,False
Escalope de dinde OU Boulette de soja tomate*,True,True,True
"Burger végé (Galette végé, guacamole, fromage, salade verte)",False,False,True
Carbonara de porc OU de Volaille OU Végé*,False,False,True
Blanquette de veau OU Boulette de pois chiche au cumin*,False,False,True
Eglefin beurre à l'oseille,False,False,False
Brandade de poisson,False,False,False
Galette tomate fromage,False,False,True
Rôti de veau OU Mélange mexicain*,False,False,False
Saumon,False,False,False
Tarte au fromage,False,True,True
Omelette,False,True,True
PONT,False,False,False
Lasagne Végé,False,False,False
Pané tomate mozza,False,False,False
Omelette,False,True,True
Rôti de bœuf OU Boulette de tomate soja*,True,True,True
Lieu noir beurre blanc,False,False,False
"Fajitas (Égréné végétal de pois, poivron crème, fromage)",False,False,True
Escalope de porc à la crème OU Rôti de dinde OU Mélange de légumineuses*,False,False,False
Sauté de bœuf à la provençale OU Galette de lentilles corail*,True,True,True
Lieu noir beurre ciboulette,False,False,True
Rôti de porc OU Rôti de dinde OU Boulette de soja tomate*,True,True,True
Curry de légumes,False,True,True
Saucisse Végé,False,False,False
Sauté de bœuf à la provençale OU Galette de haricots blancs*,False,False,True
Lieu sauce oseille,False,False,False
Rôti de porc OU Rôti de dinde OU Saucisse Végé*,False,False,False
Œuf dur sauce cocktail et Taboulé,False,True,True
Poisson pané,False,False,False
Rôti de bœuf OU Omelette*,False,True,True
Saumon,False,False,False
"Salade de lentilles féta, tartinade de tomate, riz niçois",True,True,True
Sauté de porc paprika OU Rôti de dinde OU Galette de haricots rouges *,False,False,True
Omelette sauce tomate,False,True,True
Rôti de bœuf OU Mélange de légumineuses*,False,False,False
Lieu beurre ciboulette,False,False,True
Poulet OU Mélange mexicain*,False,False,False
Salade de pâtes tomates et billes de mozza,False,False,True
Falafels sauce boulgour,True,True,True
Rôti de bœuf OU Pavé tomate mozza*,False,False,False
Lieu beurre aux fines herbes,False,False,False
Dahl de lentilles corail,True,True,True
Rôti de dinde OU Galette de lentilles vertes*,True,True,True
Brandade de poisson,False,False,False
Repas de fin d'année,False,False,False
"Salade fromagère, riz au thon, tomate cerise",False,False,False
Égréné protéine de pois sauce provençale,False,False,False
Poulet OU Boulette de soja tomate,True,True,True
Timbale milanaise de porc OU de Volaille OU Timbale végé*,False,False,True
,False,False,False
Saumon froid,False,False,False
Œuf dur sauce cocktail et Taboulé,False,True,True
Rôti de bœuf froid OU Croq' fromage*,False,False,True
Tortillas,False,False,False
Lieu noir froid mayonnaise,False,False,False
Omelette,False,True,True
Poulet OU Boulette de soja champignons*,True,True,True
Carbonara de porc OU de volaille OU Végé*,False,False,True
Escalope de dinde OU Galette de haricots rouges*,False,False,True
Lieu noir sauce hollandaise,False,False,False
Sauté de bœuf au paprika OU Pané tomate mozza*,False,False,False
"Salade bar' (Salade de lentilles,féta, houmous, concombre, riz au thon)",True,True,True
Lieu noir beurre blanc,False,False,False
Croq'fromage,False,False,True
Lasagnes ou Lasagne Végé*,False,False,True
Omelette,False,True,True
Rôti de dinde OU Galette de haricots rouge*,False,False,True
Rôti de bœuf OU Aiguillette de blé*,False,False,False
Lieu noir sauce estragon,False,False,True
Haricots blancs provençale,False,False,True
Poulet OU Galette de soja tomate*,True,True,True
Escalope de porc sauce charcutière OU Rôti de dinde OU Omelette*,False,True,True
Sauté de bœuf flamand OU Boulette de lentilles*,True,True,True
Lieu noir beurre persillé,False,False,True
Couscous de légumes,False,True,True
Poisson sauce provençale,False,False,False
Œuf dur et Taboulé,False,True,True
Sauté de bœuf Flamand OU Pané tomate mozza*,False,False,False
Lieu sauce oseille,False,False,False
Rôti de porc OU Sauté de poulet OU Mélange indien*,False,False,False
Égréné protéine de pois sauce provençale,False,False,False
Escalope de dinde OU Omelette*,False,True,True
Rôti de veau OU Aiguillettes de blé*,False,False,False
Saumon,False,False,False
Dahl de lentilles,True,True,True
Sauté de porc dijonais OU Rôti de dinde OU Galette de haricots rouges *,False,False,True
Poisson pané,False,False,False
Sauté de boeuf bourguignon OU Boulettes de pois chiches*,True,True,True
Lieu beurre citron,False,False,False
Curry de légumes,False,True,True
Poulet OU Mélange légumineuses*,False,False,False
Œufs durs sauce curry,False,True,True
Parmentier crécy OU Boulette de lentilles corail*,True,True,True
Lieu noir sauce crème,False,False,False
Saucisse de porc OU de Volaille OU Végé*,False,False,True
Paëlla Végé,False,False,True
Œuf poché,False,False,False
Parmentier crécy OU Pané tomate mozza*,False,False,False
Lieu noir beurre blanc,False,False,False
Gratin de pâtes brocolis,False,True,True
Brandade de poisson,False,False,False
Sauté de veau marengo OU Mélange légumineuses*,False,False,False
Rôti de dinde OU Omelette*,False,True,True
Eglefin sauce suchet,False,False,False
Croq' fromage,False,False,True
Dos de lieu au curry,False,True,True
Galette tomate fromage,False,False,True
Rôti de veau OU Boulette de lentilles corail*,True,True,True
Lasagnes de légumes,False,True,True
Omelette,False,True,True
Escalope de porc OU Rôti de dinde OU Boulette de lentilles corail*,True,True,True
Bolognaise OU Pané tomate mozza*,False,False,False
Lieu noir beurre persillé,False,False,True
Haricots blancs à la provençale,False,False,True
Œufs mollets,False,False,False
Rôti de bœuf OU Galette tomate mozza*,False,False,False
Dos de lieu noir sauce hollandaise,False,False,False
Saucisse de porc OU Saucisse de volaille OU Galette de haricots rouges*,False,False,True
"Galette végé, (œufs brouillés, tomates séchées, fromage)",False,False,True
Rôti de dinde OU Mélange indien*,False,False,False
Sauté de bœuf goulash OU Boulette de lentilles*,True,True,True
